ID_x,OrderID,Client_ID,Product_ID,QTY,DataStamp,Day,Month,Year,First,Last,District,ID_y,Name,Price,Unit(g)
62,29,84,4,3,2014-01-09 09:46:02,9,1,2014,Agnieszka,Brzoza,Bemowo,4,Product 4,17.99,67
64,30,41,2,8,2014-01-09 16:17:06,9,1,2014,Dominika,Żuraw,Żoliborz,2,Product 2,11.99,456
63,30,41,5,7,2014-01-09 16:17:06,9,1,2014,Dominika,Żuraw,Żoliborz,5,Product 5,23.99,750
65,31,41,3,3,2014-01-09 21:44:09,9,1,2014,Dominika,Żuraw,Żoliborz,3,Product 3,13.99,341
67,32,36,4,3,2014-01-09 23:16:22,9,1,2014,Patrycja,Czarnek,Białołęka,4,Product 4,17.99,67
66,32,36,5,1,2014-01-09 23:16:22,9,1,2014,Patrycja,Czarnek,Białołęka,5,Product 5,23.99,750
68,33,78,2,7,2014-01-10 05:30:31,10,1,2014,Magdalena,Gajda,Śródmieście,2,Product 2,11.99,456
69,33,78,5,6,2014-01-10 05:30:31,10,1,2014,Magdalena,Gajda,Śródmieście,5,Product 5,23.99,750
72,34,86,3,5,2014-01-10 08:29:14,10,1,2014,Weronika,Sokół,Śródmieście,3,Product 3,13.99,341
71,34,86,4,5,2014-01-10 08:29:14,10,1,2014,Weronika,Sokół,Śródmieście,4,Product 4,17.99,67
70,34,86,5,4,2014-01-10 08:29:14,10,1,2014,Weronika,Sokół,Śródmieście,5,Product 5,23.99,750
73,35,75,2,2,2014-01-10 13:43:32,10,1,2014,Grzegorz,Brzoza,Bemowo,2,Product 2,11.99,456
74,35,75,4,6,2014-01-10 13:43:32,10,1,2014,Grzegorz,Brzoza,Bemowo,4,Product 4,17.99,67
76,36,96,1,8,2014-01-10 21:14:59,10,1,2014,Kamil,Żuraw,Praga-Południe,1,Product 1,7.99,374
75,36,96,3,6,2014-01-10 21:14:59,10,1,2014,Kamil,Żuraw,Praga-Południe,3,Product 3,13.99,341
77,36,96,4,4,2014-01-10 21:14:59,10,1,2014,Kamil,Żuraw,Praga-Południe,4,Product 4,17.99,67
78,37,17,3,1,2014-01-11 00:54:06,11,1,2014,Karolina,Baran,Bemowo,3,Product 3,13.99,341
79,38,84,5,4,2014-01-11 01:58:01,11,1,2014,Agnieszka,Brzoza,Bemowo,5,Product 5,23.99,750
80,39,18,4,2,2014-01-11 18:18:00,11,1,2014,Daniel,Lis,Żoliborz,4,Product 4,17.99,67
82,40,48,2,5,2014-01-11 20:27:54,11,1,2014,Paulina,Pająk,Rembertów,2,Product 2,11.99,456
81,40,48,3,8,2014-01-11 20:27:54,11,1,2014,Paulina,Pająk,Rembertów,3,Product 3,13.99,341
83,40,48,4,6,2014-01-11 20:27:54,11,1,2014,Paulina,Pająk,Rembertów,4,Product 4,17.99,67
84,41,73,1,6,2014-01-12 05:41:54,12,1,2014,Jan,Kaczmarek,Żoliborz,1,Product 1,7.99,374
85,41,73,4,3,2014-01-12 05:41:54,12,1,2014,Jan,Kaczmarek,Żoliborz,4,Product 4,17.99,67
86,41,73,5,7,2014-01-12 05:41:54,12,1,2014,Jan,Kaczmarek,Żoliborz,5,Product 5,23.99,750
88,42,83,1,3,2014-01-12 13:29:29,12,1,2014,Marek,Czarnek,Bielany,1,Product 1,7.99,374
89,42,83,3,7,2014-01-12 13:29:29,12,1,2014,Marek,Czarnek,Bielany,3,Product 3,13.99,341
87,42,83,5,6,2014-01-12 13:29:29,12,1,2014,Marek,Czarnek,Bielany,5,Product 5,23.99,750
90,43,37,4,8,2014-01-12 15:48:06,12,1,2014,Paweł,Kaczmarek,Wola,4,Product 4,17.99,67
91,43,37,5,5,2014-01-12 15:48:06,12,1,2014,Paweł,Kaczmarek,Wola,5,Product 5,23.99,750
92,44,89,5,4,2014-01-13 01:27:11,13,1,2014,Grzegorz,Kruk,Wesoła,5,Product 5,23.99,750
93,45,43,4,6,2014-01-13 06:08:28,13,1,2014,Hubert,Mazur,Wilanów,4,Product 4,17.99,67
94,46,34,1,7,2014-01-13 20:21:19,13,1,2014,Bartek,Baran,Wilanów,1,Product 1,7.99,374
95,46,34,4,9,2014-01-13 20:21:19,13,1,2014,Bartek,Baran,Wilanów,4,Product 4,17.99,67
97,47,96,1,7,2014-01-13 23:50:58,13,1,2014,Kamil,Żuraw,Praga-Południe,1,Product 1,7.99,374
98,47,96,3,5,2014-01-13 23:50:58,13,1,2014,Kamil,Żuraw,Praga-Południe,3,Product 3,13.99,341
96,47,96,4,4,2014-01-13 23:50:58,13,1,2014,Kamil,Żuraw,Praga-Południe,4,Product 4,17.99,67
99,48,88,2,1,2014-01-14 01:53:11,14,1,2014,Natalia,Brzoza,Praga-Południe,2,Product 2,11.99,456
100,49,46,4,6,2014-01-14 06:55:37,14,1,2014,Monika,Mucha,Rembertów,4,Product 4,17.99,67
103,50,93,2,1,2014-01-14 10:45:59,14,1,2014,Ewa,Zając,Wawer,2,Product 2,11.99,456
102,50,93,3,4,2014-01-14 10:45:59,14,1,2014,Ewa,Zając,Wawer,3,Product 3,13.99,341
101,50,93,4,5,2014-01-14 10:45:59,14,1,2014,Ewa,Zając,Wawer,4,Product 4,17.99,67
105,51,11,1,4,2014-01-14 10:48:32,14,1,2014,Igor,Mazur,Wola,1,Product 1,7.99,374
104,51,11,4,6,2014-01-14 10:48:32,14,1,2014,Igor,Mazur,Wola,4,Product 4,17.99,67
106,52,37,2,6,2014-01-14 13:43:16,14,1,2014,Paweł,Kaczmarek,Wola,2,Product 2,11.99,456
107,53,24,1,3,2014-01-14 17:26:38,14,1,2014,Paulina,Brzoza,Praga-Północ,1,Product 1,7.99,374
109,53,24,4,6,2014-01-14 17:26:38,14,1,2014,Paulina,Brzoza,Praga-Północ,4,Product 4,17.99,67
108,53,24,5,9,2014-01-14 17:26:38,14,1,2014,Paulina,Brzoza,Praga-Północ,5,Product 5,23.99,750
110,54,31,3,7,2014-01-15 09:47:52,15,1,2014,Adam,Mazur,Ursus,3,Product 3,13.99,341
112,54,31,4,4,2014-01-15 09:47:52,15,1,2014,Adam,Mazur,Ursus,4,Product 4,17.99,67
111,54,31,5,9,2014-01-15 09:47:52,15,1,2014,Adam,Mazur,Ursus,5,Product 5,23.99,750
114,55,55,2,9,2014-01-15 10:17:29,15,1,2014,Agnieszka,Nowak,Wilanów,2,Product 2,11.99,456
115,55,55,4,9,2014-01-15 10:17:29,15,1,2014,Agnieszka,Nowak,Wilanów,4,Product 4,17.99,67
113,55,55,5,6,2014-01-15 10:17:29,15,1,2014,Agnieszka,Nowak,Wilanów,5,Product 5,23.99,750
116,56,72,1,2,2014-01-15 10:44:25,15,1,2014,Joanna,Gajda,Ochota,1,Product 1,7.99,374
118,57,4,1,8,2014-01-15 13:38:43,15,1,2014,Edward,Bąk,Targówek,1,Product 1,7.99,374
117,57,4,3,6,2014-01-15 13:38:43,15,1,2014,Edward,Bąk,Targówek,3,Product 3,13.99,341
119,58,82,2,5,2014-01-15 14:51:37,15,1,2014,Natalia,Gajda,Ochota,2,Product 2,11.99,456
121,59,85,3,1,2014-01-15 17:22:51,15,1,2014,Adam,Żuraw,Bielany,3,Product 3,13.99,341
120,59,85,5,4,2014-01-15 17:22:51,15,1,2014,Adam,Żuraw,Bielany,5,Product 5,23.99,750
122,60,100,1,5,2014-01-15 19:44:04,15,1,2014,Natalia,Pająk,Wawer,1,Product 1,7.99,374
123,60,100,2,9,2014-01-15 19:44:04,15,1,2014,Natalia,Pająk,Wawer,2,Product 2,11.99,456
124,61,27,1,1,2014-01-15 20:28:08,15,1,2014,Cezary,Pająk,Białołęka,1,Product 1,7.99,374
126,62,7,1,5,2014-01-16 04:37:28,16,1,2014,Daniel,Baran,Białołęka,1,Product 1,7.99,374
125,62,7,2,8,2014-01-16 04:37:28,16,1,2014,Daniel,Baran,Białołęka,2,Product 2,11.99,456
127,63,21,1,7,2014-01-16 10:41:18,16,1,2014,Daniel,Pająk,Bemowo,1,Product 1,7.99,374
128,63,21,2,4,2014-01-16 10:41:18,16,1,2014,Daniel,Pająk,Bemowo,2,Product 2,11.99,456
129,63,21,4,4,2014-01-16 10:41:18,16,1,2014,Daniel,Pająk,Bemowo,4,Product 4,17.99,67
130,64,90,2,9,2014-01-17 01:23:44,17,1,2014,Adam,Żuraw,Ochota,2,Product 2,11.99,456
132,64,90,3,9,2014-01-17 01:23:44,17,1,2014,Adam,Żuraw,Ochota,3,Product 3,13.99,341
131,64,90,4,6,2014-01-17 01:23:44,17,1,2014,Adam,Żuraw,Ochota,4,Product 4,17.99,67
134,65,69,1,8,2014-01-17 08:07:31,17,1,2014,Natalia,Urban,Wola,1,Product 1,7.99,374
133,65,69,4,4,2014-01-17 08:07:31,17,1,2014,Natalia,Urban,Wola,4,Product 4,17.99,67
137,66,74,1,6,2014-01-17 13:28:03,17,1,2014,Edward,Gajda,Wola,1,Product 1,7.99,374
135,66,74,4,4,2014-01-17 13:28:03,17,1,2014,Edward,Gajda,Wola,4,Product 4,17.99,67
136,66,74,5,5,2014-01-17 13:28:03,17,1,2014,Edward,Gajda,Wola,5,Product 5,23.99,750
138,67,70,1,1,2014-01-18 14:16:37,18,1,2014,Jan,Kaczmarek,Wola,1,Product 1,7.99,374
139,67,70,5,9,2014-01-18 14:16:37,18,1,2014,Jan,Kaczmarek,Wola,5,Product 5,23.99,750
140,68,60,1,6,2014-01-18 14:36:06,18,1,2014,Ewa,Żuraw,Bielany,1,Product 1,7.99,374
141,69,5,1,5,2014-01-18 19:29:18,18,1,2014,Aleksandra,Kaczor,Ursus,1,Product 1,7.99,374
142,69,5,4,4,2014-01-18 19:29:18,18,1,2014,Aleksandra,Kaczor,Ursus,4,Product 4,17.99,67
144,70,85,1,9,2014-01-18 23:35:05,18,1,2014,Adam,Żuraw,Bielany,1,Product 1,7.99,374
143,70,85,5,7,2014-01-18 23:35:05,18,1,2014,Adam,Żuraw,Bielany,5,Product 5,23.99,750
145,71,37,2,3,2014-01-18 23:57:39,18,1,2014,Paweł,Kaczmarek,Wola,2,Product 2,11.99,456
146,71,37,4,7,2014-01-18 23:57:39,18,1,2014,Paweł,Kaczmarek,Wola,4,Product 4,17.99,67
147,71,37,5,3,2014-01-18 23:57:39,18,1,2014,Paweł,Kaczmarek,Wola,5,Product 5,23.99,750
148,72,52,3,2,2014-01-19 01:49:39,19,1,2014,Karolina,Czarnek,Żoliborz,3,Product 3,13.99,341
150,72,52,4,7,2014-01-19 01:49:39,19,1,2014,Karolina,Czarnek,Żoliborz,4,Product 4,17.99,67
149,72,52,5,3,2014-01-19 01:49:39,19,1,2014,Karolina,Czarnek,Żoliborz,5,Product 5,23.99,750
151,73,89,3,3,2014-01-19 06:52:18,19,1,2014,Grzegorz,Kruk,Wesoła,3,Product 3,13.99,341
152,74,77,3,1,2014-01-19 09:03:22,19,1,2014,Monika,Nowak,Białołęka,3,Product 3,13.99,341
153,74,77,4,2,2014-01-19 09:03:22,19,1,2014,Monika,Nowak,Białołęka,4,Product 4,17.99,67
154,75,76,1,7,2014-01-19 15:06:23,19,1,2014,Karolina,Dąb,Białołęka,1,Product 1,7.99,374
155,75,76,3,2,2014-01-19 15:06:23,19,1,2014,Karolina,Dąb,Białołęka,3,Product 3,13.99,341
156,75,76,5,8,2014-01-19 15:06:23,19,1,2014,Karolina,Dąb,Białołęka,5,Product 5,23.99,750
157,76,29,4,4,2014-01-19 21:47:11,19,1,2014,Paweł,Duda,Targówek,4,Product 4,17.99,67
159,77,99,1,3,2014-01-20 01:23:22,20,1,2014,Hubert,Pająk,Targówek,1,Product 1,7.99,374
158,77,99,4,8,2014-01-20 01:23:22,20,1,2014,Hubert,Pająk,Targówek,4,Product 4,17.99,67
160,78,73,2,7,2014-01-20 02:44:12,20,1,2014,Jan,Kaczmarek,Żoliborz,2,Product 2,11.99,456
162,79,78,1,3,2014-01-20 10:37:23,20,1,2014,Magdalena,Gajda,Śródmieście,1,Product 1,7.99,374
163,79,78,4,4,2014-01-20 10:37:23,20,1,2014,Magdalena,Gajda,Śródmieście,4,Product 4,17.99,67
161,79,78,5,3,2014-01-20 10:37:23,20,1,2014,Magdalena,Gajda,Śródmieście,5,Product 5,23.99,750
164,80,31,5,8,2014-01-20 15:12:29,20,1,2014,Adam,Mazur,Ursus,5,Product 5,23.99,750
165,81,24,4,1,2014-01-21 04:21:48,21,1,2014,Paulina,Brzoza,Praga-Północ,4,Product 4,17.99,67
166,81,24,5,5,2014-01-21 04:21:48,21,1,2014,Paulina,Brzoza,Praga-Północ,5,Product 5,23.99,750
167,82,95,3,9,2014-01-21 08:16:37,21,1,2014,Katarzyna,Baran,Wilanów,3,Product 3,13.99,341
168,82,95,4,7,2014-01-21 08:16:37,21,1,2014,Katarzyna,Baran,Wilanów,4,Product 4,17.99,67
169,82,95,5,4,2014-01-21 08:16:37,21,1,2014,Katarzyna,Baran,Wilanów,5,Product 5,23.99,750
171,83,65,3,5,2014-01-21 14:49:02,21,1,2014,Agnieszka,Kaczmarek,Bemowo,3,Product 3,13.99,341
170,83,65,5,4,2014-01-21 14:49:02,21,1,2014,Agnieszka,Kaczmarek,Bemowo,5,Product 5,23.99,750
172,84,80,1,6,2014-01-21 16:06:51,21,1,2014,Paulina,Gajda,Ursynów,1,Product 1,7.99,374
173,85,92,1,5,2014-01-21 17:57:42,21,1,2014,Adam,Urban,Białołęka,1,Product 1,7.99,374
174,85,92,5,1,2014-01-21 17:57:42,21,1,2014,Adam,Urban,Białołęka,5,Product 5,23.99,750
177,86,91,1,5,2014-01-21 23:48:24,21,1,2014,Kamil,Bąk,Targówek,1,Product 1,7.99,374
175,86,91,3,4,2014-01-21 23:48:24,21,1,2014,Kamil,Bąk,Targówek,3,Product 3,13.99,341
176,86,91,5,5,2014-01-21 23:48:24,21,1,2014,Kamil,Bąk,Targówek,5,Product 5,23.99,750
178,87,11,5,7,2014-01-22 05:04:49,22,1,2014,Igor,Mazur,Wola,5,Product 5,23.99,750
181,88,97,2,7,2014-01-22 08:45:41,22,1,2014,Adam,Wilk,Włochy,2,Product 2,11.99,456
179,88,97,4,1,2014-01-22 08:45:41,22,1,2014,Adam,Wilk,Włochy,4,Product 4,17.99,67
180,88,97,5,9,2014-01-22 08:45:41,22,1,2014,Adam,Wilk,Włochy,5,Product 5,23.99,750
182,89,38,1,3,2014-01-22 17:46:39,22,1,2014,Magdalena,Brzoza,Wilanów,1,Product 1,7.99,374
183,89,38,4,4,2014-01-22 17:46:39,22,1,2014,Magdalena,Brzoza,Wilanów,4,Product 4,17.99,67
184,90,45,1,5,2014-01-22 17:48:38,22,1,2014,Aleksandra,Duda,Włochy,1,Product 1,7.99,374
185,90,45,4,7,2014-01-22 17:48:38,22,1,2014,Aleksandra,Duda,Włochy,4,Product 4,17.99,67
187,91,5,4,4,2014-01-22 22:02:38,22,1,2014,Aleksandra,Kaczor,Ursus,4,Product 4,17.99,67
186,91,5,5,8,2014-01-22 22:02:38,22,1,2014,Aleksandra,Kaczor,Ursus,5,Product 5,23.99,750
188,92,60,2,4,2014-01-22 22:05:42,22,1,2014,Ewa,Żuraw,Bielany,2,Product 2,11.99,456
189,92,60,3,5,2014-01-22 22:05:42,22,1,2014,Ewa,Żuraw,Bielany,3,Product 3,13.99,341
191,93,42,2,5,2014-01-23 07:25:12,23,1,2014,Paulina,Baran,Wawer,2,Product 2,11.99,456
190,93,42,3,6,2014-01-23 07:25:12,23,1,2014,Paulina,Baran,Wawer,3,Product 3,13.99,341
192,93,42,5,1,2014-01-23 07:25:12,23,1,2014,Paulina,Baran,Wawer,5,Product 5,23.99,750
193,94,88,1,8,2014-01-23 10:52:44,23,1,2014,Natalia,Brzoza,Praga-Południe,1,Product 1,7.99,374
194,94,88,2,5,2014-01-23 10:52:44,23,1,2014,Natalia,Brzoza,Praga-Południe,2,Product 2,11.99,456
195,94,88,4,6,2014-01-23 10:52:44,23,1,2014,Natalia,Brzoza,Praga-Południe,4,Product 4,17.99,67
196,95,32,1,8,2014-01-23 21:08:09,23,1,2014,Edward,Brzoza,Wilanów,1,Product 1,7.99,374
197,96,96,2,1,2014-01-23 23:41:48,23,1,2014,Kamil,Żuraw,Praga-Południe,2,Product 2,11.99,456
198,96,96,3,6,2014-01-23 23:41:48,23,1,2014,Kamil,Żuraw,Praga-Południe,3,Product 3,13.99,341
199,96,96,4,6,2014-01-23 23:41:48,23,1,2014,Kamil,Żuraw,Praga-Południe,4,Product 4,17.99,67
200,97,10,3,7,2014-01-24 01:42:05,24,1,2014,Kamil,Kaczor,Ursynów,3,Product 3,13.99,341
202,98,6,1,2,2014-01-24 13:49:05,24,1,2014,Martyna,Wróbel,Włochy,1,Product 1,7.99,374
203,98,6,2,8,2014-01-24 13:49:05,24,1,2014,Martyna,Wróbel,Włochy,2,Product 2,11.99,456
201,98,6,4,3,2014-01-24 13:49:05,24,1,2014,Martyna,Wróbel,Włochy,4,Product 4,17.99,67
204,99,37,5,5,2014-01-24 15:14:14,24,1,2014,Paweł,Kaczmarek,Wola,5,Product 5,23.99,750
205,100,58,1,3,2014-01-25 03:56:31,25,1,2014,Filip,Kruk,Bemowo,1,Product 1,7.99,374
208,101,38,1,2,2014-01-25 05:13:32,25,1,2014,Magdalena,Brzoza,Wilanów,1,Product 1,7.99,374
206,101,38,4,5,2014-01-25 05:13:32,25,1,2014,Magdalena,Brzoza,Wilanów,4,Product 4,17.99,67
207,101,38,5,2,2014-01-25 05:13:32,25,1,2014,Magdalena,Brzoza,Wilanów,5,Product 5,23.99,750
209,102,84,2,1,2014-01-25 16:28:21,25,1,2014,Agnieszka,Brzoza,Bemowo,2,Product 2,11.99,456
210,102,84,4,5,2014-01-25 16:28:21,25,1,2014,Agnieszka,Brzoza,Bemowo,4,Product 4,17.99,67
212,103,26,2,2,2014-01-25 18:41:50,25,1,2014,Katarzyna,Sarna,Wola,2,Product 2,11.99,456
213,103,26,3,6,2014-01-25 18:41:50,25,1,2014,Katarzyna,Sarna,Wola,3,Product 3,13.99,341
211,103,26,4,6,2014-01-25 18:41:50,25,1,2014,Katarzyna,Sarna,Wola,4,Product 4,17.99,67
215,104,82,1,9,2014-01-25 22:12:51,25,1,2014,Natalia,Gajda,Ochota,1,Product 1,7.99,374
214,104,82,3,4,2014-01-25 22:12:51,25,1,2014,Natalia,Gajda,Ochota,3,Product 3,13.99,341
216,105,31,1,7,2014-01-26 02:37:14,26,1,2014,Adam,Mazur,Ursus,1,Product 1,7.99,374
218,105,31,3,8,2014-01-26 02:37:14,26,1,2014,Adam,Mazur,Ursus,3,Product 3,13.99,341
217,105,31,4,1,2014-01-26 02:37:14,26,1,2014,Adam,Mazur,Ursus,4,Product 4,17.99,67
219,106,22,1,3,2014-01-26 05:04:18,26,1,2014,Marek,Wróbel,Wola,1,Product 1,7.99,374
220,106,22,2,6,2014-01-26 05:04:18,26,1,2014,Marek,Wróbel,Wola,2,Product 2,11.99,456
221,107,84,2,1,2014-01-26 10:21:35,26,1,2014,Agnieszka,Brzoza,Bemowo,2,Product 2,11.99,456
222,108,86,1,8,2014-01-26 17:06:48,26,1,2014,Weronika,Sokół,Śródmieście,1,Product 1,7.99,374
223,108,86,2,5,2014-01-26 17:06:48,26,1,2014,Weronika,Sokół,Śródmieście,2,Product 2,11.99,456
226,109,80,3,6,2014-01-26 18:22:28,26,1,2014,Paulina,Gajda,Ursynów,3,Product 3,13.99,341
224,109,80,4,5,2014-01-26 18:22:28,26,1,2014,Paulina,Gajda,Ursynów,4,Product 4,17.99,67
225,109,80,5,6,2014-01-26 18:22:28,26,1,2014,Paulina,Gajda,Ursynów,5,Product 5,23.99,750
228,110,68,3,2,2014-01-27 10:49:33,27,1,2014,Jan,Konieczny,Ursus,3,Product 3,13.99,341
227,110,68,4,6,2014-01-27 10:49:33,27,1,2014,Jan,Konieczny,Ursus,4,Product 4,17.99,67
229,111,60,4,7,2014-01-27 12:02:48,27,1,2014,Ewa,Żuraw,Bielany,4,Product 4,17.99,67
230,112,94,3,9,2014-01-27 16:01:12,27,1,2014,Grzegorz,Sokół,Ochota,3,Product 3,13.99,341
231,113,53,3,9,2014-01-27 17:29:18,27,1,2014,Agnieszka,Wróbel,Ochota,3,Product 3,13.99,341
232,114,43,1,2,2014-01-27 18:28:58,27,1,2014,Hubert,Mazur,Wilanów,1,Product 1,7.99,374
233,114,43,2,6,2014-01-27 18:28:58,27,1,2014,Hubert,Mazur,Wilanów,2,Product 2,11.99,456
